,MKT_CARRIER,MKT_CARRIER_NAME,OP_CARRIER,OP_CARRIER_NAME,TOT_DEN_BOARDING,TOT_BOARDING,Date
746,NK,Spirit Air Lines,NK,Spirit Air Lines,235,4410192,2015-12
747,NK,Spirit Air Lines,NK,Spirit Air Lines,483,4704094,2016-03
748,NK,Spirit Air Lines,NK,Spirit Air Lines,568,5242171,2016-06
749,NK,Spirit Air Lines,NK,Spirit Air Lines,181,5053081,2016-09
750,NK,Spirit Air Lines,NK,Spirit Air Lines,196,5052694,2016-12
751,NK,Spirit Air Lines,NK,Spirit Air Lines,755,5084347,2017-03
752,NK,Spirit Air Lines,NK,Spirit Air Lines,1519,5838917,2017-06
753,NK,Spirit Air Lines,NK,Spirit Air Lines,1235,5956218,2017-09
754,NK,Spirit Air Lines,NK,Spirit Air Lines,1144,5804607,2017-12
755,NK,Spirit Air Lines,NK,Spirit Air Lines,874,6180877,2018-03
756,NK,Spirit Air Lines,NK,Spirit Air Lines,448,7061549,2018-06
757,NK,Spirit Air Lines,NK,Spirit Air Lines,164,7328762,2018-09
758,NK,Spirit Air Lines,NK,Spirit Air Lines,43,6897416,2018-12
759,NK,Spirit Air Lines,NK,Spirit Air Lines,46,7265473,2019-03
760,NK,Spirit Air Lines,NK,Spirit Air Lines,149,8335320,2019-06
761,NK,Spirit Air Lines,NK,Spirit Air Lines,64,8390933,2019-09
762,NK,Spirit Air Lines,NK,Spirit Air Lines,121,8276219,2019-12
763,NK,Spirit Air Lines,NK,Spirit Air Lines,67,7195275,2020-03
764,NK,Spirit Air Lines,NK,Spirit Air Lines,2,871869,2020-06
765,NK,Spirit Air Lines,NK,Spirit Air Lines,0,4483592,2020-09
766,NK,Spirit Air Lines,NK,Spirit Air Lines,99,5010558,2020-12
767,NK,Spirit Air Lines,NK,Spirit Air Lines,111,5236309,2021-03
768,NK,Spirit Air Lines,NK,Spirit Air Lines,85,7963642,2021-06
769,NK,Spirit Air Lines,NK,Spirit Air Lines,84,7797518,2021-09
770,UA,United Air Lines Inc.,AX,Trans States Airlines,6,574761,2018-03
771,UA,United Air Lines Inc.,AX,Trans States Airlines,0,629121,2018-06
772,UA,United Air Lines Inc.,AX,Trans States Airlines,1,651222,2018-09
773,UA,United Air Lines Inc.,AX,Trans States Airlines,0,679057,2018-12
774,UA,United Air Lines Inc.,AX,Trans States Airlines,0,689523,2019-03
775,UA,United Air Lines Inc.,AX,Trans States Airlines,0,775025,2019-06
776,UA,United Air Lines Inc.,AX,Trans States Airlines,4,796102,2019-09
777,UA,United Air Lines Inc.,AX,Trans States Airlines,1,757328,2019-12
778,UA,United Air Lines Inc.,AX,Trans States Airlines,0,585826,2020-03
779,UA,United Air Lines Inc.,AX,Trans States Airlines,0,111,2020-06
780,UA,United Air Lines Inc.,UA,United Air Lines Inc.,1181,11805553,2010-12
781,UA,United Air Lines Inc.,UA,United Air Lines Inc.,1193,10504227,2011-03
782,UA,United Air Lines Inc.,UA,United Air Lines Inc.,1009,11791428,2011-06
783,UA,United Air Lines Inc.,UA,United Air Lines Inc.,1456,12287697,2011-09
784,UA,United Air Lines Inc.,UA,United Air Lines Inc.,912,10601398,2011-12
785,UA,United Air Lines Inc.,UA,United Air Lines Inc.,3084,17850152,2012-03
786,UA,United Air Lines Inc.,UA,United Air Lines Inc.,4450,21099463,2012-06
787,UA,United Air Lines Inc.,UA,United Air Lines Inc.,4014,21082126,2012-09
788,UA,United Air Lines Inc.,UA,United Air Lines Inc.,2846,18696707,2012-12
789,UA,United Air Lines Inc.,UA,United Air Lines Inc.,2592,18143463,2013-03
790,UA,United Air Lines Inc.,UA,United Air Lines Inc.,1856,19942776,2013-06
791,UA,United Air Lines Inc.,UA,United Air Lines Inc.,1966,20156960,2013-09
792,UA,United Air Lines Inc.,UA,United Air Lines Inc.,2601,18969272,2013-12
793,UA,United Air Lines Inc.,UA,United Air Lines Inc.,4395,17894200,2014-03
794,UA,United Air Lines Inc.,UA,United Air Lines Inc.,2171,20144390,2014-06
795,UA,United Air Lines Inc.,UA,United Air Lines Inc.,1530,20332343,2014-09
796,UA,United Air Lines Inc.,UA,United Air Lines Inc.,982,18946348,2014-12
797,UA,United Air Lines Inc.,UA,United Air Lines Inc.,1817,18105638,2015-03
798,UA,United Air Lines Inc.,UA,United Air Lines Inc.,1647,21166446,2015-06
799,UA,United Air Lines Inc.,UA,United Air Lines Inc.,1378,21879356,2015-09
800,UA,United Air Lines Inc.,UA,United Air Lines Inc.,1475,20930474,2015-12
801,UA,United Air Lines Inc.,UA,United Air Lines Inc.,929,18965779,2016-03
802,UA,United Air Lines Inc.,UA,United Air Lines Inc.,871,22035418,2016-06
803,UA,United Air Lines Inc.,UA,United Air Lines Inc.,1074,23436935,2016-09
804,UA,United Air Lines Inc.,UA,United Air Lines Inc.,891,22398395,2016-12
805,UA,United Air Lines Inc.,UA,United Air Lines Inc.,900,20559648,2017-03
806,UA,United Air Lines Inc.,UA,United Air Lines Inc.,1064,24401584,2017-06
807,UA,United Air Lines Inc.,UA,United Air Lines Inc.,103,25069533,2017-09
808,UA,United Air Lines Inc.,UA,United Air Lines Inc.,44,23766600,2017-12
809,UA,United Air Lines Inc.,UA,United Air Lines Inc.,27,21314280,2018-03
810,UA,United Air Lines Inc.,UA,United Air Lines Inc.,17,25966562,2018-06
811,UA,United Air Lines Inc.,UA,United Air Lines Inc.,26,27080182,2018-09
812,UA,United Air Lines Inc.,UA,United Air Lines Inc.,23,25234539,2018-12
813,UA,United Air Lines Inc.,UA,United Air Lines Inc.,17,22660404,2019-03
814,UA,United Air Lines Inc.,UA,United Air Lines Inc.,28,27015815,2019-06
815,UA,United Air Lines Inc.,UA,United Air Lines Inc.,7,26963748,2019-09
816,UA,United Air Lines Inc.,UA,United Air Lines Inc.,13,25141731,2019-12
817,UA,United Air Lines Inc.,UA,United Air Lines Inc.,7,18412040,2020-03
818,UA,United Air Lines Inc.,UA,United Air Lines Inc.,0,1333318,2020-06
819,UA,United Air Lines Inc.,UA,United Air Lines Inc.,8,5211611,2020-09
820,UA,United Air Lines Inc.,UA,United Air Lines Inc.,5,8860807,2020-12
821,UA,United Air Lines Inc.,UA,United Air Lines Inc.,0,8723919,2021-03
822,UA,United Air Lines Inc.,UA,United Air Lines Inc.,5,14619155,2021-06
823,UA,United Air Lines Inc.,UA,United Air Lines Inc.,6,20131527,2021-09
824,NA,UNKNOWN,US,US Airways Inc.,1177,12705868,2011-03
825,NA,UNKNOWN,US,US Airways Inc.,1590,14011454,2011-06
826,NA,UNKNOWN,US,US Airways Inc.,1120,13743223,2011-09
827,NA,UNKNOWN,US,US Airways Inc.,1156,13334767,2011-12
828,NA,UNKNOWN,US,US Airways Inc.,974,13514441,2012-03
829,NA,UNKNOWN,US,US Airways Inc.,1073,14144925,2012-06
830,NA,UNKNOWN,US,US Airways Inc.,989,14000602,2012-09
831,NA,UNKNOWN,US,US Airways Inc.,719,13577101,2012-12
832,NA,UNKNOWN,US,US Airways Inc.,1006,13761795,2013-03
833,NA,UNKNOWN,US,US Airways Inc.,985,14993178,2013-06
834,NA,UNKNOWN,US,US Airways Inc.,756,14851237,2013-09
835,NA,UNKNOWN,US,US Airways Inc.,784,14228483,2013-12
836,NA,UNKNOWN,US,US Airways Inc.,1125,14051796,2014-03
837,NA,UNKNOWN,US,US Airways Inc.,1608,15449001,2014-06
838,NA,UNKNOWN,US,US Airways Inc.,795,14994856,2014-09
839,NA,UNKNOWN,US,US Airways Inc.,755,14187328,2014-12
840,NA,UNKNOWN,US,US Airways Inc.,1225,15061853,2015-03
841,NA,UNKNOWN,US,US Airways Inc.,1156,16073671,2015-06
842,VX,Virgin America,VX,Virgin America,12,1402246,2012-03
843,VX,Virgin America,VX,Virgin America,4,1600351,2012-06
844,VX,Virgin America,VX,Virgin America,11,1663716,2012-09
845,VX,Virgin America,VX,Virgin America,18,1499063,2012-12
846,VX,Virgin America,VX,Virgin America,11,1319210,2013-03
847,VX,Virgin America,VX,Virgin America,12,1708688,2013-06
848,VX,Virgin America,VX,Virgin America,2,1661469,2013-09
849,VX,Virgin America,VX,Virgin America,1,1555207,2013-12
850,VX,Virgin America,VX,Virgin America,25,1459461,2014-03
851,VX,Virgin America,VX,Virgin America,11,1703282,2014-06
852,VX,Virgin America,VX,Virgin America,5,1677222,2014-09
853,VX,Virgin America,VX,Virgin America,16,1598058,2014-12
854,VX,Virgin America,VX,Virgin America,5,1510065,2015-03
855,VX,Virgin America,VX,Virgin America,15,1772262,2015-06
856,VX,Virgin America,VX,Virgin America,17,1813533,2015-09
857,VX,Virgin America,VX,Virgin America,43,1832945,2015-12
858,VX,Virgin America,VX,Virgin America,30,1739517,2016-03
859,VX,Virgin America,VX,Virgin America,16,2050950,2016-06
860,VX,Virgin America,VX,Virgin America,31,2137471,2016-09
861,VX,Virgin America,VX,Virgin America,17,2017391,2016-12
862,VX,Virgin America,VX,Virgin America,51,1803849,2017-03
863,VX,Virgin America,VX,Virgin America,111,2100967,2017-06
864,VX,Virgin America,VX,Virgin America,3,2185213,2017-09
865,VX,Virgin America,VX,Virgin America,71,2193909,2017-12
866,VX,Virgin America,VX,Virgin America,22,2045185,2018-03
867,NA,UNKNOWN,OW,,77,526952,2011-03
868,AA,American Airlines Inc.,AA,American Airlines Inc.,1809,13094377,2019-03
869,AS,Alaska Airlines Inc.,AS,Alaska Airlines Inc.,116,2502296,2019-03
870,HA,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,0,52776,2019-03
871,AA,American Airlines Inc.,AA,American Airlines Inc.,1929,15183390,2019-06
872,AS,Alaska Airlines Inc.,AS,Alaska Airlines Inc.,122,2749500,2019-06
873,HA,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,0,57004,2019-06
874,AA,American Airlines Inc.,AA,American Airlines Inc.,1591,15114574,2019-09
875,AS,Alaska Airlines Inc.,AS,Alaska Airlines Inc.,60,2826987,2019-09
876,HA,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,0,55769,2019-09
877,AA,American Airlines Inc.,AA,American Airlines Inc.,1578,14825816,2019-12
878,AS,Alaska Airlines Inc.,AS,Alaska Airlines Inc.,54,2837052,2019-12
879,HA,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,0,50602,2019-12
880,AA,American Airlines Inc.,AA,American Airlines Inc.,1047,11606872,2020-03
881,AS,Alaska Airlines Inc.,AS,Alaska Airlines Inc.,45,2200742,2020-03
882,HA,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,0,41713,2020-03
883,AA,American Airlines Inc.,AA,American Airlines Inc.,124,2886418,2020-06
884,AS,Alaska Airlines Inc.,AS,Alaska Airlines Inc.,45,640409,2020-06
885,HA,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,0,5921,2020-06
886,AA,American Airlines Inc.,AA,American Airlines Inc.,355,6810260,2020-09
887,AS,Alaska Airlines Inc.,AS,Alaska Airlines Inc.,4,1529125,2020-09
888,HA,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,0,10866,2020-09
889,AA,American Airlines Inc.,AA,American Airlines Inc.,78,7755943,2020-12
890,AS,Alaska Airlines Inc.,AS,Alaska Airlines Inc.,1,1359127,2020-12
891,HA,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,0,7641,2020-12
892,AA,American Airlines Inc.,AA,American Airlines Inc.,104,8034815,2021-03
893,AS,Alaska Airlines Inc.,AS,Alaska Airlines Inc.,18,1604818,2021-03
894,HA,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,0,1502,2021-03
895,AA,American Airlines Inc.,AA,American Airlines Inc.,480,13239499,2021-06
896,AS,Alaska Airlines Inc.,AS,Alaska Airlines Inc.,77,2650265,2021-06
897,AA,American Airlines Inc.,AA,American Airlines Inc.,508,13805973,2021-09
898,AS,Alaska Airlines Inc.,AS,Alaska Airlines Inc.,63,2845055,2021-09
